马强,450800197008014968,18726431348,铲车司机,qding@gmail.com,639096506006,巨奥网络有限公司
迟亮,511303199501184547,18263622974,其他,juan90@yong.org,3547511558168886,MBP软件传媒有限公司
吴淑珍,410928193101253580,13688471819,猎头/人才中介,jinghao@hotmail.com,2264766703565831,浙大万朋传媒有限公司
谢飞,150104199911124130,14716996649,音效设计师,jie30@gmail.com,4585795929217941,创汇信息有限公司
孟丹,542425198012269035,13439698883,司仪,luxia@hotmail.com,570692261698,泰麒麟科技有限公司
冯璐,231101197704164167,14576502529,收银主管,gang11@zhangshi.cn,213119103936085,恩悌传媒有限公司
乔金凤,652700194703072326,18050170616,餐厅领班,hli@gmail.com,3546960911953016,图龙信息科技有限公司
林秀华,640201197805204798,18608541735,网店/淘宝店长,linjing@ng.cn,502032995966,新宇龙信息传媒有限公司
王淑英,653221194701157313,13220660845,造纸研发,lizou@yahoo.com,4500483614918,鸿睿思博网络有限公司
王健,522627194401285233,15017665781,化学分析测试员,minggao@gmail.com,2687892579127743,晖来计算机传媒有限公司
谭婷,130581199705161185,15718049452,医药招商,juanguo@luochang.cn,3504342467449436,佳禾网络有限公司
胡娜,150526198309242519,15161367533,旅游产品销售,utan@us.cn,30504665008384,华远软件科技有限公司
龚丽娟,21100119561225321X,13042853156,艺术/设计总监,zhanglei@guluo.net,3510020210495201,联软传媒有限公司
杨东,513400197402258415,13961430377,信贷管理,xia12@yahoo.com,2284855050416296,思优科技有限公司
黄丽娟,532932197509026121,13539376208,房地产评估,xiuyingbai@lukong.cn,30443090143849,易动力网络有限公司
李帆,220381196012259435,14782551640,首席技术执行官CTO/首席信息官CIO,jdong@yahoo.com,4358365401312374116,盟新科技有限公司
汤秀芳,140426198406018159,18659814195,销售总监,shenyong@leiwei.org,3517091249455311,维旺明信息有限公司
杨秀兰,341124193404141109,13776869631,电力工程师/技术员,leiping@qiangyong.cn,4283648704717129,创亿信息有限公司
全桂珍,220103194201238175,18869735006,模具工,yujing@yahoo.com,4783233135298935,趋势信息有限公司
傅桂英,370830198405169763,15841164576,旋压工,wangtao@yahoo.com,6011728533206561,盟新网络有限公司
王云,52052519750619231X,14766011353,测绘/测量,plong@hotmail.com,3544548123642642,信诚致远网络有限公司
黄淑珍,610422195004111338,15102470677,奢侈品业务,rengang@hotmail.com,4540555985622,恩悌科技有限公司
唐浩,110105194910303862,18814532285,空调/热能工程师,minxu@xia.cn,2614767937843546,飞海科技传媒有限公司
张红梅,532503193707169463,15532714735,绘画,yang63@hotmail.com,4166441704496,巨奥网络有限公司
余宁,44023219500328056X,13589300153,房产项目配套工程师,mingpan@yahoo.com,38785683712055,菊风公司科技有限公司
陈龙,652325199406083609,18296870356,促销员,yongfan@mingjing.org,4164989139092678,黄石金承传媒有限公司
段欢,513435197309151816,18971106724,综合业务专员,lei96@gmail.com,213193375227705,新宇龙信息传媒有限公司
孟淑兰,431125194903055486,18975792318,网站维护工程师,weiyang@yahoo.com,371953531177302,富罳信息有限公司
王磊,230503197411103620,18037084886,ERP技术开发,juanzhang@mq.cn,4590834931871354,飞利信科技有限公司
李淑华,231121193909189947,14592746144,新能源电池工程师,leizhao@yahoo.com,3570957039396598,九方信息有限公司
左桂荣,140401197306019929,18196353167,舞蹈老师,jmao@juangong.org,639092046114,迪摩科技有限公司
喻兵,610500200005110100,13084061809,理货员,qianjuan@ming.cn,180010225493304,毕博诚网络有限公司
芦霞,421121195710141588,13836630985,职业技术教师,nawan@00.cn,6585738624150731,数字100科技有限公司
王玉梅,469005196504122603,18680689037,其他,yangguiying@hotmail.com,4776925730678440,凌颖信息科技有限公司
曹飞,652925197401140217,13065504761,销售行政经理/主管,yan15@fang.cn,501801472512,创亿科技有限公司
魏坤,230833193602071402,13671284900,其他,tjin@gmail.com,4998487077130230,毕博诚网络有限公司
王桂芳,51130419781219087X,13636514396,产品/品牌经理,nlei@pingqian.cn,4257363843186226,天开科技有限公司
王玉梅,431081195010130549,15364111529,美甲师,xiamao@hotmail.com,2720448353297977,黄石金承网络有限公司
王建华,630122193606185180,13946824420,产品经理/主管,renguiying@yahoo.com,3580652534203419,惠派国际公司网络有限公司
刘鑫,140425193903277881,18263458559,海关事务管理,amao@yong.cn,3557319411796514,昂歌信息信息有限公司
时云,520626199203273703,13433732356,资料员,fangsu@gmail.com,4121891837851114600,图龙信息网络有限公司
李畅,450100199212054343,13109425368,渠道/分销主管,xiongyan@yahoo.com,676211696015,开发区世创传媒有限公司
鞠勇,610629199112032622,15088865994,硫化工,yangwei@tanxue.cn,3567257703627666,毕博诚科技有限公司
张瑞,532301199703103065,13813755416,成本经理/成本主管,jie01@gmail.com,4939407823640268,立信电子信息有限公司
安玉华,14072519980529928X,15712928888,新能源电池工程师,guiyingfu@gmail.com,4110558254699743029,凌云网络有限公司
刘健,513329199911100102,18922560425,其他,txue@hotmail.com,30146097001460,菊风公司网络有限公司
程璐,350781196909307228,13264108443,建筑工程与装潢,juan25@gmail.com,3579458008316338,东方峻景信息有限公司
杨建国,410101193211259824,13310778305,电子商务专员,hdeng@yahoo.com,676215632644,巨奥传媒有限公司
张红,152200193402268544,18557493499,物业招商/租赁/租售,jie41@kong.cn,4439759780568832,毕博诚科技有限公司
刘颖,410725196911237252,18769760106,成本管理员,laiguiying@luo.cn,213197217389417,鑫博腾飞传媒有限公司
萧建平,230221196909030264,13950612122,投资/基金项目经理,wma@xq.cn,38224966985022,数字100传媒有限公司
刘英,451324194907260987,13208878709,房地产销售与中介,llei@gmail.com,3580481180775516,合联电子网络有限公司
洪成,330104193610182851,13083709247,手机应用开发工程师,qxu@yahoo.com,4930383038563,时空盒数字网络有限公司
马桂香,430822198805064801,18809114296,其他,yangyao@yahoo.com,3596752150439453,诺依曼软件信息有限公司
唐建军,230704198409255213,15963457209,模特,xiuying64@gmail.com,374503593672422,惠派国际公司科技有限公司
杨鹏,360403193112215193,15618598180,维修工程师,exu@ou.org,30142022483915,兰金电子传媒有限公司
张丹丹,341002197809106285,13255882810,其他,qiangyan@bb.org,3516162779099695,创联世纪信息有限公司
杨柳,430903197401156592,14549729775,兼职教师,fangwen@hotmail.com,4599446567471583440,飞利信信息有限公司
张佳,451425198209207433,18661644655,钻工,jie74@juanfang.net,36704073742251,时空盒数字信息有限公司
鲍荣,220400197806052497,13543386096,投资/基金项目经理,qiuxia@tao.cn,4327446867543558,易动力传媒有限公司
俞红,411725198312135430,13767535080,旅游产品销售,xiuying11@ye.cn,4504922217243367,盟新传媒有限公司
王婷,654324197605259466,15657337715,理疗师,efang@shencheng.cn,180089611140422,开发区世创科技有限公司
董文,341825193212036915,13110115753,公务员,shenwei@gmail.com,4915668909825703671,襄樊地球村信息有限公司
乔想,530628199504130225,13775594655,营业部大堂经理,pqiao@hx.cn,180006749673397,中建创业传媒有限公司
边峰,410704195504116932,15115977796,校长,qiaoxiuying@min.cn,589449533258,明腾科技有限公司
程敏,230223198003094490,13263970907,焊工,huchao@gmail.com,6011311663245434,天开信息有限公司
沈兵,331123194706179045,18946189345,行政总监,min69@88.net,502098575231,创联世纪网络有限公司
吴淑兰,330822199510018200,15524816841,客户代表,chao86@hotmail.com,3517297059730012,群英信息有限公司
薛丹丹,120000200111069582,14703789897,工程/机械绘图员,jing26@jd.cn,4179517020401386,七喜传媒有限公司
林辉,230231195612105809,18814642775,猎头/人才中介,suna@shen.cn,4296479446861966,浙大万朋传媒有限公司
胡秀梅,220202198901114568,18968839865,其他,hanmin@nawei.cn,4305184820776,开发区世创科技有限公司
魏云,513426193010303489,18664329598,情报信息分析人员,yongjiang@hotmail.com,4547105079180557674,银嘉传媒有限公司
许丽华,440785197606197879,18074453515,市场/营销/拓展经理,xiongmin@hotmail.com,3573916863350326,创亿科技有限公司
瞿霞,632722195405231420,15802456405,叉车/铲车工,lisu@71.cn,343892165571783,双敏电子传媒有限公司
覃健,530129193611256984,18081971726,美术指导,lei72@26.net,4027407077501,天益传媒有限公司
黄坤,450223198901302635,18790092505,理货员,duna@ming.cn,2468003815862037,MBP软件科技有限公司
王建华,511304196712241989,15656951761,射频工程师,hfeng@jiading.cn,4904914095794724,迪摩信息有限公司
吴慧,210400198612118323,18908525531,培训督导,wuyong@yanqin.cn,180046564808983,时空盒数字信息有限公司
周娜,469003200112209562,15313499114,生物/制药/医疗器械,sunna@yonglin.cn,4158039713986646037,MBP软件传媒有限公司
谢斌,130130200003229636,18970911987,保险业务经理/主管,nwan@hotmail.com,213104281239833,联通时科网络有限公司
欧旭,140702195701302189,13887499384,多媒体设计,wei90@oe.cn,3576894775280625,同兴万点网络有限公司
温建平,440701198403208694,13364767238,汽车销售/经纪人,gangzhao@yahoo.com,2720923732493653,华成育卓科技有限公司
郝秀兰,140423197711129257,18061827910,DJ,wangxiuying@gmail.com,30399657363859,网新恒天网络有限公司
李辉,500223195412068455,15580016014,培训督导,xiuyingqian@gangjuan.net,4339403178831,九方传媒有限公司
尹璐,500111198003241459,18889411239,咨询热线/呼叫中心服务人员,xhao@hotmail.com,3564759167999716,四通信息有限公司
陶桂花,340604194501208219,15779097539,院校教务管理人员,yang86@gmail.com,343206446550047,浙大万朋传媒有限公司
李淑华,150500195205012623,13380089777,医院/医疗/护理,pjin@qiaosong.cn,4434657168393218,易动力科技有限公司
周海燕,14090019360915686X,15786360897,供应链经理,junli@duanxiong.cn,4873934845228770,新格林耐特传媒有限公司
张坤,350203198712113027,18525148613,泰语翻译,juncui@guiying.cn,3518817852129101,趋势科技有限公司
韩浩,131028196105013435,15766605660,汽车喷漆,guiyingding@54.cn,4533975319324,东方峻景科技有限公司
陈琴,220221199910189928,18005670274,专业培训师,yangkong@22.cn,676290097002,新格林耐特网络有限公司
郭丽丽,522628197407065012,18595104948,市场通路经理/主管,juan32@gmail.com,4784625307970317,戴硕电子网络有限公司
王婷,530700194708144713,15390857116,经纪人/星探,xiaxiao@46.org,2319164136334683,和泰传媒有限公司
廖霞,430703197110038456,14527286745,配菜/打荷,minma@hotmail.com,4281607003219866,济南亿次元网络有限公司
陈秀芳,430105195703079019,14514855798,公司业务部门经理/主管,jun21@jia.net,4678548513521,惠派国际公司信息有限公司
何军,450109196203304762,14590014636,人力资源,rcao@gmail.com,30435255118756,泰麒麟网络有限公司
王杰,522700198806142285,14571894898,阿拉伯语翻译,xiuying36@hotmail.com,375265997575671,鑫博腾飞科技有限公司
张倩,511500200007202137,15314048050,配菜/打荷,taozhong@71.cn,4353271981275,MBP软件信息有限公司
谭欣,511323196303312116,18643871246,其他,leijuan@yahoo.com,4830546670296,佳禾网络有限公司
吴龙,150800195006242916,18831528408,贸易/外贸专员/助理,ping44@hotmail.com,2240129845281487,合联电子科技有限公司
苑瑞,330282198404136640,13683751232,生鲜食品加工/处理,lideng@gmail.com,5241139592654929,昊嘉传媒有限公司
李杨,210624194009111286,13252980996,环保检测,xiuyingzhou@yahoo.com,4562845421562809618,兰金电子信息有限公司
薛婷,371722195708157796,14521889048,酒店旅游,ukong@huangding.net,4553339793697298,商软冠联信息有限公司
江健,440515193008099699,13114573077,安防主管,yzhang@gmail.com,4289539991801143384,万迅电脑网络有限公司
卢静,520521193904093882,14534292248,送水工,jun00@hotmail.com,4485388358045,联软网络有限公司
辛敏,320412193702030788,18576667681,机械工程师,dchang@tao.cn,4784281643916539,趋势传媒有限公司
田慧,230183195602120272,13996268973,游戏界面设计师,chao51@mingzeng.cn,2264079257358201,信诚致远科技有限公司
陈洋,654027200105018022,15514221707,其他,xiangjun@qiudong.cn,30169077151170,毕博诚传媒有限公司
黄淑兰,440601193012063565,15249504584,清洁工,yangzhang@yahoo.com,4678025847970977,昂歌信息科技有限公司
李桂珍,500111199210168500,13680954543,建筑项目助理,caixia@hotmail.com,3593060953357598,佳禾信息有限公司
王超,500238196203276695,15590597602,项目工程师,qcai@wei.cn,372202805332675,浦华众城信息有限公司
潘柳,431103199803127061,13086817682,电气/电器工程师,gang41@hotmail.com,3527916465403173,图龙信息网络有限公司
李洁,361101198001158450,18607374671,兼职教师,wangyang@yahoo.com,2712355688703027,中建创业信息有限公司
洪璐,510824194307315625,18055221642,人事专员,yong64@guiyingxiong.cn,6011498123195463,昊嘉信息有限公司
徐红霞,37012619440808465X,18972794517,网络推广专员,xiulanhuang@hotmail.com,6546640103569647,通际名联网络有限公司
杜玉珍,542231195812204224,15536813426,体育运动教练,xiafan@gmail.com,3558387052529345,万迅电脑科技有限公司
蔡建平,441422198603312281,15538578872,中医科医生,min03@hotmail.com,501861624705,万迅电脑网络有限公司
王荣,53230119840211214X,14551679237,模具工程师,xiaoxiulan@mintao.cn,4752803864130538,合联电子信息有限公司
王淑珍,211102198810064490,13151404418,室内设计,phao@lishao.cn,6538817702803045,时刻科技有限公司
王帆,140000197101124831,14584366583,导演/编导,ncheng@gmail.com,4539312109068431332,数字100网络有限公司
黎建平,360600196102068105,15912898688,注塑工,juan83@yangliao.cn,4975110976888842,七喜传媒有限公司
赵洋,410923193607196171,15880854984,浇注工,houfang@yong.cn,4065421849823937,凌云科技有限公司
郑丽娟,653122193805098422,14500971549,行政/后勤,chaotang@yanmin.cn,347529917993016,维涛科技有限公司
康春梅,513401198412270806,13141188329,新能源电池工程师,mingfu@jia.net,4567250496031111,新宇龙信息信息有限公司
刘成,370702199111126163,18925785485,放射科医师,xiuying59@gmail.com,213179513896337,通际名联信息有限公司
葛红霞,441781198212016975,15308966431,商务主管/专员,jun19@hotmail.com,180096508460268,联软传媒有限公司
宋瑞,360400194606178017,15946694726,网店美工,xiangfang@yahoo.com,2276094098286442,南康网络有限公司
杨燕,430626195911169747,15036834254,熟食加工,fang93@gmail.com,30038583931377,合联电子信息有限公司
刘晨,510727199403096131,15987798919,家电维修,xhe@12.cn,4487197614063,济南亿次元网络有限公司
罗琴,532326194311051256,13190259869,飞机维修机械师,pingjiang@gmail.com,4797979243049214,彩虹网络有限公司
柏桂芳,150782200004124409,15116317456,需求工程师,xueli@gmail.com,4631676967746,东方峻景信息有限公司
曾金凤,33110119550303650X,18552378469,其他,ping57@yahoo.com,30336353219704,雨林木风计算机网络有限公司
张凤兰,440600193601233845,13470223431,实验室负责人/工程师,yong59@xiawan.cn,4370451145500406418,立信电子网络有限公司
周娟,360901196009222692,18114385186,高级物业顾问/物业顾问,ypeng@minlei.cn,4028731834558875535,良诺信息有限公司
汪强,341221196909244891,18206458870,固定资产会计,lei95@yahoo.com,379164456425914,彩虹信息有限公司
刘宁,230223197904034175,15177749428,其他,qinxiulan@hotmail.com,3512044670851404,四通传媒有限公司
刘红霞,330110197302043388,15319820538,音效师,qiangshao@yahoo.com,3539805730542780,趋势网络有限公司
简秀云,520103194711229296,14540362294,其他,xuchao@hotmail.com,4567070895598083857,商软冠联网络有限公司
葛娜,310000198405034639,13087862510,投资银行财务分析,yong93@yahoo.com,30538497722606,晖来计算机传媒有限公司
许伟,630121193910270156,13292928130,广告客户经理,ygong@yahoo.com,3522483473724996,华泰通安科技有限公司
傅建,371329194401158637,13563275473,其他,uzhang@yahoo.com,4303557633190330,联软网络有限公司
许玉珍,620822195108287104,15081124756,人力资源信息系统专员,ming78@yahoo.com,676148637256,创联世纪信息有限公司
周淑兰,430525193604022197,14569366803,炼胶工,jiagang@fengtang.cn,4681193261826,飞海科技传媒有限公司
方旭,320583193208063710,13669390396,司仪,shaogang@gmail.com,4126560494436,良诺网络有限公司
徐秀华,410422199302173562,15952416468,广告客户主管/专员,junye@23.cn,213170286330547,超艺网络有限公司
阎强,140927198001143393,13185494000,体育运动教练,hougang@yahoo.com,2512555585919731,方正科技信息有限公司
李倩,340825195106052565,15902420900,广告创意总监,mingjiang@yahoo.com,2549736299095722,东方峻景网络有限公司
王红梅,610100196812114692,15374467162,泰语翻译,yuanfang@guiying.cn,4567691108548419364,恩悌传媒有限公司
黄桂花,411526199008034731,13721142272,结构/土木/土建工程师,scao@hotmail.com,3534218991643294,创汇信息有限公司
魏波,500229199502223785,14522563863,育婴师/保育员,juanlu@lp.cn,502095021791,良诺科技有限公司
李秀芳,33020419561008384X,13683303172,包装设计,gang82@zouqin.net,348475774944073,时空盒数字传媒有限公司
潘英,610501199405038962,15319231450,软件UI设计师/工程师,uhao@jielei.cn,3522989966437789,和泰信息有限公司
王杨,21050319650412705X,18795378442,炼胶工,qiang19@23.net,3560032780419726,华远软件传媒有限公司
白畅,210423196206171458,15099424726,公路/桥梁/港口/隧道工程,lqiao@gmail.com,378827382332989,艾提科信信息有限公司
胡桂英,140928199910217602,18752476100,彩妆培训师,min91@yahoo.com,213173675256596,信诚致远信息有限公司
陈霞,41040019640721332X,14524918333,饲养员,chaochen@gmail.com,3548743996299531,开发区世创网络有限公司
张燕,321323197110275290,18019563344,新能源电机工程师,kkang@huangtao.cn,3576002615262486,联软科技有限公司
黄磊,441801197104068208,13984633074,后勤,chao70@yahoo.com,345172756109469,飞利信信息有限公司
罗超,410211194610082694,13445275957,前台接待/总机/接待生,zyi@yahoo.com,3550804364031115,创亿信息有限公司
萧娜,340824200102203896,18281340084,多媒体/游戏开发工程师,chaoyi@haokong.cn,6516898818062557,明腾网络有限公司
宫桂香,520421196705253677,18095385557,抛光工,mwang@hotmail.com,4123744712596832342,思优信息有限公司
秦玉,141030193111018056,15218446785,招聘经理/主管,jiehuang@yang.cn,345231646928338,盟新信息有限公司
李淑珍,500103196102268244,18201785470,其他,adai@gmail.com,30070126023834,天开网络有限公司
施杨,34130019340910610X,15604771053,小学教师,juanzhou@56.cn,2302828437664894,诺依曼软件信息有限公司
郭玉英,430602195901248942,15383122238,放映经理/主管,gang62@yahoo.com,213189207293683,时空盒数字传媒有限公司
普玉英,62000019770323897X,13673295248,房地产投资分析,wei74@xiuyinglei.cn,630403700044,合联电子信息有限公司
罗淑珍,62010419830604339X,15316191766,广告客户总监/副总监,yintao@hotmail.com,4920577936537864145,富罳科技有限公司
张欢,510400194708186008,13066293087,西点师,chaohou@hotmail.com,503818535299,快讯网络有限公司
许坤,511111193512111134,15768386372,半导体技术,zxiang@dong.cn,3588857431913463,巨奥信息有限公司
林强,460204193105182185,14584453785,其他,jiedai@li.cn,4339396694652310,中建创业科技有限公司
林建平,450123199710033224,15379797370,物流经理,rwu@zhuhu.net,2259233495433477,新宇龙信息传媒有限公司
赵秀云,410183198611274000,18635472859,电气工程师/技术员,xiuying04@fang.cn,3500232259865887,维旺明信息有限公司
倪梅,654021200102046732,13677727796,信用卡销售,jfang@hotmail.com,36969758222479,新格林耐特传媒有限公司
倪玉梅,469029200107290021,18070955029,收银员,smao@78.cn,3540754904446641,易动力信息有限公司
黄桂珍,510603198210304167,13312212561,结构/土木/土建工程师,xiulan31@nayang.net,4706324988543321,鑫博腾飞科技有限公司
白雪梅,130502195409241718,18783763168,产品规划工程师,vgong@gmail.com,6011026201406203,信诚致远传媒有限公司
杨杨,441424196011080070,15693020385,安全员,iyuan@yahoo.com,38142403528694,立信电子信息有限公司
赵建国,350821193503017648,15360307122,驯兽师/助理驯兽师,fuxia@renmeng.cn,376299097647105,维旺明网络有限公司
邵彬,140431196906031140,15587892523,其他,na45@xiuyingyin.cn,3523468130580245,四通网络有限公司
冼桂芳,211081194202244836,14760166526,渠道/分销专员,daili@yahoo.com,213187208583565,天开传媒有限公司
周亮,150203199301115703,18864628259,中国方言翻译,chao73@gmail.com,2293542317536640,黄石金承传媒有限公司
石飞,410185196612177986,15279440829,其他,hzhong@hs.cn,36904228932845,富罳网络有限公司
张晶,150784199604145083,18240360212,咨询/顾问,nfang@gmail.com,2641004893944408,恩悌信息有限公司
鞠琳,445222198805202497,15921345593,企业秘书/董事会秘书,duanqiang@yahoo.com,4327173520065759772,万迅电脑传媒有限公司
郭建国,130283193206137294,14741556546,楼面经理,xuyan@gmail.com,2487352724716942,天开网络有限公司
任桂香,422828197606138744,13345452288,网店美工,wei18@junjuan.com,30569756087613,华成育卓网络有限公司
张颖,321181198611025983,18788568073,智能大厦/综合布线/安防/弱电,jie77@hotmail.com,501806522774,恩悌网络有限公司
郭琳,411081199110243238,15743378379,其他,li78@gmail.com,4864123214010974,联通时科网络有限公司
林成,130533195707147986,15246708642,审计专员/助理,yanmo@gmail.com,3552608520722212,超艺传媒有限公司
卢雷,330326199210057636,13559856029,网络推广经理/主管,dqiu@gmail.com,6011667649463643,七喜信息有限公司
李成,230104193304089903,18933638523,脚本开发工程师,min22@yan.cn,4163289235204,晖来计算机信息有限公司
李秀兰,22060019780408084X,14704645082,绩效考核专员/助理,gangyao@yahoo.com,4992339465065690,兰金电子信息有限公司
徐红梅,341700198303207441,18078310830,售后服务/客户服务,lihan@mingzhao.cn,6579027240770793,维涛信息有限公司
王华,420503194012155951,13819444888,项目经理,xiuying05@minkong.cn,5317470433857762,襄樊地球村信息有限公司
卢秀云,530900198503189888,13389275716,美体师,ujia@18.net,676108567212,惠派国际公司科技有限公司
梁秀珍,44122620000831325X,15861444393,结构/土木/土建工程师,xiuying27@xiuyingping.cn,3598392962082197,南康信息有限公司
罗柳,360829195406292789,15332128778,货运代理,uwu@gmail.com,4697059732371352,MBP软件信息有限公司
戴帆,44142619730608587X,13073514417,系统架构设计师,weilei@20.cn,342888206479169,方正科技网络有限公司
张洋,511301194006144403,15062487821,铲车司机,xiuying77@yahoo.com,5404756073761775,精芯网络有限公司
李岩,610400198605176140,13665714612,医药销售经理/主管,juancui@hotmail.com,3592857568700414,鸿睿思博科技有限公司
李旭,420324200006239285,14544199348,仿真应用工程师,xiulan50@gmail.com,4583440402657848344,四通传媒有限公司
马俊,410425199904061102,15877681143,钻工,fang02@yahoo.com,4834497225911099530,双敏电子网络有限公司
胡俊,130930199006065479,18539388008,动物营养/饲料研发,lei91@yi.org,6011374560305487,巨奥科技有限公司
刘桂花,371602199504109722,18143726590,铆工,gangyi@guiying.cn,4941630400522,创亿网络有限公司
张楠,410304194708143012,15074726883,视觉设计师,xiejing@85.cn,501838842364,戴硕电子信息有限公司
万杨,610821196308061560,18754554912,清洁服务人员,maoyan@weiyang.cn,6593561265882861,浙大万朋传媒有限公司
李婷婷,445301196809028398,14591793479,足疗,lizheng@na.org,3576356352085769,恩悌网络有限公司
刘亮,131125198709237865,18712885924,4S店经理/维修站经理,ixiong@gmail.com,30393814615566,凌颖信息传媒有限公司
郭桂香,530627195801216936,14558441924,音效设计师,sxiong@gmail.com,4610765756824308,中建创业科技有限公司
熊飞,653000199204037185,15077750100,网络/在线客服,yong06@ds.cn,3555336759868863,银嘉传媒有限公司
文志强,36060219520909183X,15118894234,打稿机操作员,hyao@hotmail.com,6011387781885533,国讯传媒有限公司
高玉英,510124199703162047,15693733991,网店淘宝,vbai@71.cn,4033136153738,和泰传媒有限公司
徐秀珍,654025195202250775,15924490370,保险核保,yangfang@hotmail.com,3519978492969493,维涛网络有限公司
杨艳,542625193303115421,15881394186,工程监理,mzhang@gmail.com,4783242869802390,维涛传媒有限公司
李华,61030019930515837X,18863112843,家电维修,dingqiang@yahoo.com,4408837338269,合联电子网络有限公司
王华,370832198807069813,14558647067,注塑工程师/技师,shixiulan@yahoo.com,6011161350970228,维涛传媒有限公司
蒲淑珍,370700197605215404,18840772504,房地产项目招投标,mochao@ao.cn,4688857836520,浙大万朋信息有限公司
饶璐,23038119410521399X,18095723467,医药技术研发人员,chao50@yahoo.com,3572761886464782,易动力网络有限公司
